,Cloudiness,country,Date,Humidity,lat,lon,City Name,Wind Speed,Max Temp
282,90,CL,1570032440,77,-23.65,-70.4,Antofagasta,16.11,59.0
283,90,CA,1570032440,100,69.44,-133.03,Tuktoyaktuk,3.36,35.6
284,75,NO,1570032302,88,78.22,15.63,Longyearbyen,4.7,32.0
285,75,AR,1570032440,59,-34.42,-58.58,Tigre,13.87,63.0
286,100,PL,1570032341,93,51.76,18.08,Kalisz,1.01,48.99
287,75,NO,1570032441,65,65.54,13.39,Trofors,4.94,44.6
288,0,AR,1570032441,21,-40.81,-62.99,Viedma,8.19,56.18
289,0,LK,1570032442,100,6.12,81.12,Hambantota,4.7,77.0
290,10,AU,1570032442,82,-25.3,152.85,Hervey Bay,8.05,60.01
291,100,CN,1570032366,22,42.84,93.51,Hami,13.24,59.96
292,29,LK,1570032442,77,5.97,80.42,Weligama,12.21,82.82
293,75,MV,1570032443,79,2.67,72.89,Kudahuvadhoo,15.1,82.82
294,86,VE,1570032443,73,11.61,-70.22,Punta Cardon,2.21,83.0
295,90,CA,1570032443,100,65.28,-126.83,Norman Wells,2.24,39.2
296,24,ID,1570032444,90,-8.09,111.9,Boyolangu,4.61,68.96
297,87,HT,1570032444,80,18.19,-73.75,Les Cayes,15.01,82.46
298,20,ID,1570032245,94,-8.65,115.22,Denpasar,8.05,78.8
299,90,CA,1570032315,86,49.72,-86.95,Geraldton,9.17,33.8
300,1,US,1570032445,25,35.56,-106.37,Sile,3.36,69.01
301,64,IN,1570032445,95,28.17,94.8,Along,2.71,56.54
302,75,BR,1570032193,83,-3.35,-64.71,Tefe,9.17,84.2
303,0,LY,1570032288,73,32.38,15.09,Misratah,15.68,78.14
304,75,FR,1570032446,67,46.37,6.48,Thonon-les-Bains,6.93,62.6
305,0,US,1570032151,75,36.62,-121.92,Pacific Grove,11.61,59.0
306,100,UY,1570032316,96,-33.69,-53.46,Chuy,14.29,58.88
307,100,CA,1570032446,86,47.61,-57.61,Burgeo,16.73,42.14
308,20,IL,1570032446,57,31.8,34.94,Gizo,6.93,80.6
309,0,EG,1570032447,26,26.16,32.72,Qena,11.41,95.0
310,0,PT,1570032447,64,37.14,-8.45,Lagoa,13.87,79.0
311,0,PL,1570032447,46,50.05,21.41,Debica,13.87,69.8
312,75,RU,1570032189,86,69.35,88.2,Norilsk,6.71,33.8
313,0,IQ,1570032447,14,33.64,42.83,Hit,7.94,93.62
314,75,MU,1570032448,83,-20.21,57.76,Quatre Cocos,9.17,75.2
315,75,CA,1570032448,60,50.03,-66.88,Port-Cartier,8.05,44.01
316,90,RU,1570032374,92,65.95,111.51,Aykhal,4.47,21.2
317,0,MA,1570032448,15,31.63,-7.99,Marrakesh,5.82,93.2
318,13,AU,1570032448,93,-41.43,147.14,Launceston,5.82,48.99
319,0,NA,1570032449,5,-19.25,17.72,Tsumeb,5.97,87.8
320,20,BB,1570032169,62,13.22,-59.52,Bathsheba,17.22,87.8
321,90,CA,1570032449,93,45.9,-64.52,Dorchester,16.11,51.01
322,99,GL,1570032329,74,66.94,-53.67,Sisimiut,4.72,39.44
323,100,RU,1570032334,94,70.62,147.9,Chokurdakh,17.36,26.66
324,68,LK,1570032450,95,7.35,80.68,Wattegama,0.18,74.54
325,100,RU,1570032384,95,50.72,136.64,Solnechnyy,7.45,37.46
326,20,BR,1570032450,59,-6.22,-57.76,Jacareacanga,4.14,91.4
327,7,BR,1570032451,54,-8.9,-35.15,Sao Jose da Coroa Grande,12.01,84.26
328,1,US,1570032406,75,47.67,-122.12,Redmond,4.7,51.01
329,1,US,1570032344,100,40.6,-124.16,Fortuna,6.93,48.99
330,40,US,1570032451,58,30.33,-81.4,Atlantic Beach,11.41,88.0
331,40,IT,1570032451,64,41.89,12.48,Rome,8.05,79.0
332,20,CN,1570032452,73,26.58,106.71,Guiyang,4.47,69.8
333,20,IT,1570032452,69,38.02,12.54,Trapani,6.93,80.6
334,0,CN,1570032452,61,28.58,109.69,Tuzha,1.74,70.94
335,79,ZA,1570032452,28,-34.05,23.37,Plettenberg Bay,8.34,76.7
336,0,RU,1570032452,64,44.37,38.53,Arkhipo-Osipovka,1.95,62.12
337,75,AU,1570032453,83,-20.01,148.25,Bowen,8.05,69.8
338,100,ZM,1570032453,58,-11.37,29.56,Samfya,4.79,77.24
339,36,ZA,1570032453,69,-28.77,32.06,Richards Bay,25.95,67.52
340,0,LY,1570032454,12,31.86,10.98,Nalut,14.85,93.44
341,1,US,1570032178,73,41.28,-70.1,Nantucket,8.05,78.8
342,100,RU,1570032377,97,65.58,-170.99,Lavrentiya,5.91,34.4
343,20,BR,1570032157,55,-3.18,-41.87,Buriti dos Lopes,19.46,89.6
344,90,NO,1570032421,59,71.03,27.85,Mehamn,21.92,39.2
345,40,US,1570032293,57,40.55,-84.57,Celina,9.17,84.0
346,40,AU,1570032455,87,-28.65,153.62,Byron Bay,2.55,57.0
347,1,US,1570032252,28,37.35,-108.58,Cortez,3.36,55.99
348,83,ID,1570032455,74,-3.94,119.78,Tanete,13.15,80.66
349,90,SE,1570032347,81,60.45,15.49,Hede,12.75,43.0
350,0,AU,1570032456,22,-14.47,132.26,Katherine,4.7,75.2
351,100,RU,1570032456,96,67.55,63.78,Komsomolskiy,18.63,44.12
352,90,CA,1570032456,76,50.7,-127.42,Port Hardy,10.29,51.8
353,75,BR,1570032456,83,-12.7,-38.32,Camacari,10.29,73.4
354,90,RU,1570032457,76,57.3,39.85,Gavrilov-Yam,11.18,55.4
355,65,AU,1570032320,100,-33.86,121.89,Esperance,5.82,53.6
356,100,RU,1570032457,87,51.67,135.7,Berezovyy,2.68,36.02
357,75,PT,1570032272,88,37.73,-25.67,Ponta Delgada,19.46,75.0
358,100,CA,1570032458,75,49.85,-100.93,Virden,6.49,39.26
359,0,BR,1570032414,55,-17.73,-39.27,Caravelas,7.92,75.44
360,89,AU,1570032357,11,-25.24,130.99,Yulara,6.93,89.6
361,0,ML,1570032458,20,16.28,-0.04,Gao,6.73,101.72
362,88,VN,1570032459,97,15.12,108.8,Quang Ngai,1.72,70.94
363,0,JP,1570032459,75,43.93,141.67,Rumoi,8.43,64.64
364,79,ID,1570032460,92,-7.38,108.21,Kawalu,3.33,68.06
365,100,ET,1570032367,91,8.25,34.59,Gambela,3.2,72.2
366,75,MZ,1570032460,94,-17.88,36.89,Quelimane,6.93,73.4
367,0,JP,1570032460,84,24.8,125.28,Hirara,6.69,80.84
368,24,AU,1570032460,12,-34.18,142.16,Mildura,8.05,71.6
369,75,SE,1570032461,93,59.27,15.21,Orebro,17.22,46.99
370,87,CN,1570032434,83,34.9,108.95,Tongchuan,4.47,69.8
371,0,NE,1570032376,11,18.69,12.92,Bilma,5.12,101.54
372,1,US,1570032441,52,33.19,-82.53,Avera,5.82,89.01
373,0,AU,1570032461,93,-31.43,152.91,Port Macquarie,2.21,50.0
374,99,CN,1570032462,73,29.21,106.21,Longhua,8.1,76.88
375,20,BR,1570032462,29,-16.02,-48.01,Santa Maria,5.82,91.0
376,99,PH,1570032388,90,8.0,124.29,Marawi,5.01,75.0
377,82,YE,1570032320,42,14.4,46.47,Marzuq,11.25,81.02
378,40,PA,1570032462,78,8.53,-79.9,Coronado,5.82,84.2
379,76,CI,1570032463,67,5.24,-5.0,Grand-Lahou,8.34,83.9
380,90,FR,1570032463,72,46.42,3.91,Saint-Francois,5.82,59.0
381,100,RU,1570032463,60,61.92,159.24,Evensk,5.86,30.98
382,1,US,1570032211,55,31.57,-91.43,Vidalia,6.93,87.8
383,100,RU,1570032465,100,58.84,57.78,Shirokovskiy,3.0,46.0
384,18,BR,1570032465,32,-20.63,-46.0,Ponta do Sol,1.63,89.3
385,100,MN,1570032465,55,49.49,105.92,Darhan,7.65,33.5
386,1,US,1570032402,51,34.88,-76.9,Havelock,4.7,87.01
387,8,ML,1570032466,12,18.9,-3.53,Araouane,3.71,104.24
388,98,NZ,1570032232,66,-45.87,170.5,Dunedin,21.0,44.01
389,0,TR,1570032466,38,40.16,38.09,Susehri,4.92,58.7
390,100,RU,1570032466,91,59.76,43.13,Imeni Babushkina,13.71,47.54
391,100,CI,1570032466,68,5.61,-3.16,Ayame,9.42,82.82
392,0,MX,1570032467,77,31.86,-116.62,Ensenada,3.0,62.01
393,100,CF,1570032467,93,4.12,15.14,Gamboula,1.99,75.8
394,20,HR,1570032467,73,43.52,16.25,Trogir,9.17,73.4
395,51,KG,1570032467,75,42.79,75.7,Kemin,3.22,42.14
396,57,BR,1570032467,46,-0.41,-65.02,Santa Isabel do Rio Negro,3.71,93.8
397,100,PY,1570032468,91,-26.98,-56.83,San Patricio,5.75,74.0
398,99,PA,1570032468,80,8.52,-81.71,Bisira,4.41,75.44
399,75,RU,1570032468,81,59.77,30.8,Otradnoye,8.95,46.4
400,40,CV,1570032468,66,16.18,-22.92,Sal Rei,11.41,87.8
401,100,RU,1570032468,81,54.43,31.9,Sobolevo,8.7,56.72
402,75,BR,1570032469,51,-3.71,-38.6,Vila Velha,20.8,86.0
403,19,ID,1570032469,87,-7.54,112.45,Puri,6.22,72.02
404,1,US,1570032469,80,47.19,-114.89,Superior,3.36,34.0
405,0,JP,1570032470,87,32.19,130.02,Ushibuka,21.61,77.78
406,75,GB,1570032470,66,52.61,1.73,Great Yarmouth,9.17,54.0
407,0,FR,1570032449,67,46.85,-1.88,Challans,5.82,64.4
408,35,GF,1570032470,46,4.27,-54.38,Grand-Santi,5.3,88.58
409,0,IR,1570032470,20,36.2,46.09,Mitu,5.28,63.38
410,100,CF,1570032470,74,4.94,15.87,Carnot,2.19,80.12
411,100,RU,1570032317,97,65.8,87.96,Turukhansk,4.47,38.36
412,75,MX,1570032471,88,28.39,-105.62,Lazaro Cardenas,5.55,69.01
413,100,RU,1570032407,96,66.32,-179.17,Egvekinot,1.83,28.1
414,0,RU,1570032471,48,53.18,34.55,Sven,13.42,66.2
415,90,EC,1570032472,33,-3.57,-80.23,Papayal,5.82,89.6
416,1,US,1570032114,74,41.14,-73.36,Westport,11.41,86.0
417,75,US,1570032472,69,41.38,-71.64,Charlestown,6.93,82.99
418,100,ID,1570032472,76,5.56,95.32,Banda Aceh,10.98,81.92
419,90,NO,1570032472,59,70.98,25.97,Honningsvag,21.92,37.4
420,90,US,1570032405,82,43.09,-70.74,Kittery,8.5,73.4
421,80,RU,1570032473,68,66.69,34.34,Umba,9.35,35.48
422,16,NP,1570032457,95,29.28,82.18,Jumla,2.62,47.18
423,1,US,1570032473,74,40.78,-72.92,Brookhaven,11.41,87.01
424,90,US,1570032228,93,41.98,-91.67,Cedar Rapids,12.75,64.0
425,75,US,1570032460,100,20.89,-156.47,Kahului,10.29,77.0
426,0,RU,1570032474,62,51.71,40.2,Pereleshinskiy,4.47,57.2
427,100,JP,1570032474,81,37.4,136.9,Wajima,5.53,73.28
428,0,NA,1570032474,56,-22.95,14.51,Walvis Bay,8.05,69.8
429,20,IT,1570032475,69,38.04,12.59,Erice,6.93,80.6
430,0,SE,1570032211,76,57.64,18.3,Visby,3.36,52.0
431,75,GF,1570032475,55,4.94,-52.33,Cayenne,6.93,89.6
432,90,AU,1570032475,87,-37.83,140.78,Mount Gambier,12.75,55.4
433,0,PE,1570032475,30,-13.71,-76.2,Pisco,9.17,71.6
434,100,RU,1570032476,72,60.06,71.48,Salym,14.0,47.9
435,75,NO,1570032476,76,63.12,7.73,Kristiansund,18.34,50.0
436,100,RU,1570032476,88,61.92,63.02,Agirish,12.84,49.88
437,40,BR,1570032476,59,-0.12,-51.29,Mazagao,11.41,91.4
438,40,TC,1570032477,74,21.46,-71.14,Cockburn Town,4.7,86.0
439,75,MX,1570032477,74,16.38,-93.6,Champerico,4.68,78.8
440,1,US,1570032180,64,39.16,-119.77,Carson City,3.44,45.0
441,0,ZA,1570032477,91,-28.55,16.43,Oranjemund,11.61,58.7
442,75,FR,1570032477,67,47.09,5.49,Dole,13.87,62.01
443,0,SO,1570032478,73,11.28,49.18,Bosaso,9.15,86.24
444,100,BY,1570032478,82,54.29,30.98,Horki,9.19,57.08
445,75,BR,1570032478,83,-2.98,-65.16,Uarini,9.17,84.2
446,0,NC,1570032238,77,-22.28,166.46,Noumea,21.5,73.0
447,83,NG,1570032302,73,9.67,8.4,Matagami,3.47,79.58
448,99,PG,1570032478,93,-9.07,143.21,Daru,9.48,74.0
449,100,CN,1570032323,70,49.2,119.7,Hailar,12.68,43.76
450,20,RU,1570032479,86,64.73,177.51,Anadyr,17.9,30.2
451,90,US,1570032479,100,55.34,-131.65,Ketchikan,5.82,48.2
452,20,BR,1570032479,78,-4.38,-70.03,Benjamin Constant,8.05,86.0
453,40,CA,1570032456,39,50.23,-63.6,Havre-Saint-Pierre,11.41,48.2
454,80,BR,1570032480,42,-24.25,-49.71,Jaguariaiva,5.01,93.0
455,40,EC,1570032480,74,0.61,-80.02,Muisne,9.17,80.6
456,1,US,1570032410,65,43.13,-115.69,Mountain Home,2.84,44.6
457,100,SB,1570032441,84,-8.15,159.59,Buala,17.56,78.86
458,0,RU,1570032300,47,45.43,40.58,Kropotkin,5.7,70.0
459,75,IE,1570032481,58,55.25,-7.27,Carndonagh,2.24,55.4
460,75,BR,1570032481,58,-1.51,-48.62,Barcarena,13.87,87.8
461,81,AR,1570032481,47,-33.68,-59.66,San Pedro,11.01,66.99
462,66,MM,1570032481,81,16.78,94.73,Pathein,5.21,79.94
463,90,CA,1570032482,93,54.32,-130.32,Prince Rupert,6.93,50.0
464,40,SA,1570032473,72,18.22,42.5,Abha,12.75,71.6
465,63,RU,1570032482,91,62.1,126.7,Berdigestyakh,6.42,23.6
466,20,IN,1570032482,91,22.35,82.71,Korba,3.47,74.18
467,40,GR,1570032482,42,36.82,21.7,Methoni,4.5,80.6
468,0,BW,1570032483,17,-21.28,25.37,Orapa,11.5,81.92
469,100,PA,1570032483,69,9.23,-78.02,Ailigandi,3.42,82.46
470,0,IR,1570032483,29,30.43,48.18,Khorramshahr,6.93,100.4
471,100,BR,1570032483,91,-29.13,-56.55,Itaqui,14.63,68.42
472,20,AR,1570032484,43,-45.87,-67.48,Comodoro Rivadavia,8.05,50.0
473,20,ES,1570032321,53,41.38,2.18,Barcelona,9.17,79.0
474,40,KZ,1570032484,75,43.3,77.24,Talgar,4.47,46.4
475,40,MZ,1570032347,60,-23.87,35.38,Inhambane,6.93,71.6
476,100,NZ,1570032365,85,-46.13,167.69,Tuatapere,18.52,42.01
477,100,RU,1570032484,69,60.06,69.92,Gornopravdinsk,14.43,49.7
478,0,BS,1570032322,78,26.54,-77.06,Marsh Harbour,16.46,80.66
479,0,AU,1570032485,14,-20.73,139.49,Mount Isa,1.12,69.8
480,0,AU,1570032485,19,-23.7,133.88,Alice Springs,4.7,71.6
481,0,BR,1570032485,24,-15.62,-46.42,Buritis,3.53,93.08
482,90,UY,1570032486,87,-34.91,-54.96,Maldonado,17.22,55.4
483,49,KZ,1570032486,45,51.72,75.32,Ekibastuz,7.92,46.46
484,0,RU,1570032486,59,50.17,40.4,Verkhniy Mamon,5.97,58.7
485,100,MN,1570032486,87,45.76,106.27,Mandalgovi,18.72,31.7
486,75,CA,1570032211,93,50.27,-119.27,Vernon,2.46,42.01
487,75,JP,1570032420,78,35.03,136.69,Fukue,10.29,77.0
488,75,US,1570032487,78,21.32,-158.01,Ewa Beach,9.17,80.01
489,20,IT,1570032487,83,46.02,11.91,Feltre,2.24,72.0
490,0,IT,1570032487,50,44.98,7.72,Palera,5.82,79.0
491,0,MA,1570032488,37,34.03,-5.02,Fez,11.41,82.4
492,100,RU,1570032452,73,67.8,130.41,Batagay-Alyta,5.41,9.2
493,75,BR,1570032452,33,-27.95,-51.81,Sananduva,16.11,86.0
494,100,RU,1570032488,96,65.85,74.49,Pangody,14.34,43.04
495,8,ID,1570032488,91,-2.64,115.23,Tabat,2.3,74.9
496,93,CA,1570032488,76,48.76,-91.62,Atikokan,5.66,40.16
497,41,VN,1570032489,84,9.18,105.15,Ca Mau,2.19,77.6
498,90,UY,1570032489,87,-34.68,-56.22,Progreso,19.46,55.99
499,0,LY,1570032475,15,31.45,12.98,Mizdah,6.91,89.48
500,75,MX,1570032489,78,15.86,-97.07,Puerto Escondido,1.45,82.4
501,20,MK,1570032426,49,41.28,20.71,Poum,2.24,73.4
502,0,ZA,1570032489,11,-29.03,24.6,Ritchie,13.87,77.0
503,91,RU,1570032490,85,56.57,36.46,Mirnyy,14.41,56.18
504,75,AU,1570032490,91,-17.52,146.03,Innisfail,5.06,66.98
505,0,BR,1570032490,61,-15.46,-55.75,Chapada dos Guimaraes,5.82,82.4
506,86,NG,1570032490,72,9.18,7.18,Suleja,2.93,83.9
507,100,CF,1570032491,86,4.95,23.92,Rafai,1.45,79.58
508,75,CA,1570032321,87,60.72,-135.06,Whitehorse,11.41,42.8
509,90,CA,1570032341,76,49.78,-74.86,Chapais,5.82,37.4
510,75,YT,1570032491,74,-12.93,45.15,Chirongui,8.05,80.6
511,36,BI,1570032491,78,-3.48,29.48,Matara,5.37,60.14
512,20,BR,1570032491,65,-8.36,-35.22,Escada,11.41,82.4
513,85,SD,1570032492,34,13.6,26.69,Umm Kaddadah,5.59,91.82
514,100,CN,1570032492,60,43.65,111.97,Erenhot,13.78,58.52
515,0,BW,1570032492,20,-24.98,25.34,Kanye,13.8,76.34
516,82,BR,1570032493,47,-6.66,-69.87,Eirunepe,2.55,92.54
517,100,PG,1570032493,87,-9.47,147.16,Port Moresby,24.23,76.88
518,0,ES,1570032493,69,27.91,-15.45,Aguimes,19.46,90.0
519,100,GN,1570032370,67,10.08,-12.83,Galle,3.98,84.44
520,83,CO,1570032493,63,0.7,-75.25,Solano,4.52,84.98
521,70,PH,1570032494,89,13.5,122.6,Binay,1.54,75.98
522,0,BR,1570032178,69,-28.24,-48.67,Imbituba,20.8,78.8
523,40,FO,1570032381,76,62.23,-6.59,Klaksvik,9.17,48.2
524,20,SN,1570032272,62,14.69,-17.45,Dakar,8.05,89.6
525,20,IS,1570032494,52,64.25,-15.21,Hofn,5.82,46.4
526,89,ID,1570032494,98,-3.36,135.5,Nabire,2.44,67.7
527,90,KR,1570032284,82,37.57,126.98,Seoul,16.11,69.8
528,75,US,1570032495,78,21.39,-158.15,Nanakuli,9.17,80.01
529,75,GL,1570032461,49,64.17,-51.74,Nuuk,13.87,46.4
530,90,US,1570032495,100,40.7,-99.08,Kearney,8.05,50.0
531,1,US,1570032224,100,40.8,-124.16,Eureka,6.93,48.99
532,75,IN,1570032495,94,17.65,83.27,Yarada,4.7,77.0
533,36,TR,1570032427,27,39.02,31.15,Emirdag,1.12,74.72
534,86,RU,1570032496,80,63.37,47.92,Blagoyevo,9.37,43.22
535,0,RU,1570032351,78,62.22,135.8,Dzhebariki-Khaya,7.0,23.06
536,77,GL,1570032403,65,68.71,-52.87,Aasiaat,26.87,41.42
537,40,CL,1570032496,52,-45.58,-72.07,Coihaique,5.82,48.2
538,0,AU,1570032496,93,-32.49,137.76,Port Augusta,10.29,57.2
539,28,RU,1570032333,52,59.36,143.24,Okhotsk,15.32,31.34
540,90,KZ,1570032497,43,49.14,57.13,Temir,9.22,51.5
541,34,BR,1570032497,33,-7.6,-43.03,Itaueira,11.86,94.52
542,0,LY,1570032497,10,29.16,16.14,Waddan,15.23,97.4
543,0,RU,1570032497,57,53.45,125.8,Magdagachi,6.62,29.9
544,49,ID,1570032453,90,-3.31,129.0,Amahai,8.7,77.42
545,57,CG,1570032498,77,-0.49,15.91,Owando,2.98,82.64
546,0,AU,1570032498,69,-20.31,118.58,Port Hedland,8.05,73.4
547,98,NZ,1570032498,66,-45.75,170.57,Waitati,21.0,44.01
548,0,PK,1570032499,86,25.05,61.74,Jiwani,11.21,83.18
549,90,US,1570032499,93,46.41,-105.84,Miles City,5.82,39.2
550,100,RU,1570032499,80,57.31,88.17,Teguldet,10.4,41.42
551,40,PT,1570032499,61,38.73,-27.07,Praia da Vitoria,27.63,80.6
552,0,KZ,1570032499,32,43.6,73.76,Shu,6.93,54.74
553,0,RU,1570032500,82,56.17,113.57,Severomuysk,1.81,7.58
554,0,TR,1570032500,16,37.33,42.19,Cizre,5.82,86.0
555,0,AR,1570032215,36,-38.72,-62.27,Bahia Blanca,11.63,57.08
556,75,EC,1570032500,100,-2.3,-78.12,Macas,13.87,66.2
557,20,BR,1570032500,52,-4.26,-55.99,Itaituba,6.93,93.2
558,20,PE,1570032501,42,-16.4,-71.54,Arequipa,5.82,64.4
559,94,PH,1570032501,88,12.18,125.51,San Policarpo,4.68,77.6
560,90,PE,1570032501,77,-6.54,-80.02,Morrope,4.7,64.4
561,75,CA,1570032502,86,53.65,-115.58,Mackay,3.36,39.2
562,90,EE,1570032502,87,59.37,24.93,Karla,3.36,46.99
563,0,DZ,1570032352,6,27.87,-0.29,Adrar,9.17,107.6
564,75,CR,1570032359,83,10.15,-85.45,Nicoya,6.93,80.6
